,OBJECTID,ACCIDENTNUM,ACCIDENTDATE,ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_MINUTE,ACCIDENT_SECOND,ACCIDENT_WEEKDAY,XCOORD,YCOORD,LONGITUDE,LATITUDE,ACCIDENTLOCATION,COLLISIONTYPE,CLASSIFICATIONOFACCIDENT,IMPACTLOCATION,INITIALDIRECTIONOFTRAVELONE,INITIALDIRECTIONOFTRAVELTWO,INITIALIMPACTTYPE,INTTRAFFICCONTROL,LIGHT,LIGHTFORREPORT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,ENVIRONMENTCONDITION2,SELFREPORTED,XMLIMPORTNOTES,LASTEDITEDDATE,x,y,Distance_Category,ACCIDENTNUM2
3315,46796,17-187706,8/22/2017 12:26:00 PM,2017,8,22,12,26,0,Tuesday,542108.98448,4807129.29927,-80.479861,43.415877,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Rain,,False,STRASBURG RD; BLOCK LINE RD; At; 20 M,3/7/2019 1:03:35 PM,542108.9845,4807129.2993,Low,17-187706
3316,46797,17-188444,8/23/2017 11:02:00 AM,2017,8,23,11,2,0,Wednesday,544729.4403,4804180.06642,-80.447735,43.38917,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,BECHTEL DR; BECHTEL DR ; Near; 2 M,3/7/2019 1:03:34 PM,544729.4403,4804180.0664,Low,17-188444
3317,46798,17-188717,8/21/2017 7:30:00 PM,2017,8,21,19,30,0,Monday,541332.37559,4810895.40176,-80.489168,43.44983,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,KING ST W; KING ST W; At,3/7/2019 1:03:33 PM,541332.3756,4810895.4018,Low,17-188717
3318,46799,17-189200,8/23/2017 8:30:00 AM,2017,8,23,8,30,0,Wednesday,543250.61618,4814796.86386,-80.465152,43.48485,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,DANIEL AVE; DANIEL AVE,3/7/2019 1:03:32 PM,543250.6162,4814796.8639,Low,17-189200
3319,46800,17-189258,8/24/2017 11:41:00 AM,2017,8,24,11,41,0,Thursday,539639.58488,4811583.94827,-80.510039,43.456121,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,GREEN ST; KING ST W; 50 M,1/30/2020 12:00:08 PM,539639.5849,4811583.9483,Low,17-189258
3320,46801,17-189515,8/24/2017 5:21:00 PM,2017,8,24,17,21,0,Thursday,541559.35368,4807796.00106,-80.486599,43.42191,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,STRASBURG RD; STRASBURG RD ; Near; 25 M,3/7/2019 1:03:31 PM,541559.3537,4807796.0011,Low,17-189515
3321,46802,17-189568,8/17/2017 3:30:00 PM,2017,8,17,15,30,0,Thursday,541068.0,4811108.0,0.0,0.0,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,,False,BLAIR CREEK DR; WETLAND WAY; Near,3/7/2019 1:03:30 PM,541068.0,4811108.0,Low,17-189568
3322,46803,17-189625,8/24/2017 7:41:00 PM,2017,8,24,19,41,0,Thursday,543165.94713,4812687.42252,-80.466366,43.465862,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,Sideswipe,Unknown,Dusk,05 - Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Other,,False,RIVERBEND DR ; GUELPH ST ; 500 M,3/7/2019 1:03:29 PM,543165.9471,4812687.4225,Low,17-189625
3323,46804,17-189703,8/24/2017 9:33:00 PM,2017,8,24,21,33,0,Thursday,540985.60288,4810824.60438,-80.493459,43.449212,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Angle,Unknown,"Daylight, artificial","02 - Daylight, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,1,0,False,True,False,Clear,,False,JOSEPH ST; GAUKEL ST,3/7/2019 1:03:28 PM,540985.6029,4810824.6044,Low,17-189703
3324,46805,17-189927,8/25/2017 8:25:00 AM,2017,8,25,8,25,0,Friday,539618.32289,4811375.82036,-80.510317,43.454248,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,GLASGOW ST; PARK ST; At; 40 M,1/30/2020 12:00:07 PM,539618.3229,4811375.8204,Low,17-189927
3325,46806,17-190271,8/25/2017 2:50:00 PM,2017,8,25,14,50,0,Friday,543073.91356,4812797.95298,-80.467495,43.466862,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,RIVERBEND DR; SHIRLEY AVE,3/7/2019 1:03:27 PM,543073.9136,4812797.953,Low,17-190271
3326,46807,17-190381,8/25/2017 6:30:00 PM,2017,8,25,18,30,0,Friday,538786.54203,4810965.712,-80.520627,43.450599,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,GLASGOW ST; DUNBAR RD,3/7/2019 1:03:26 PM,538786.542,4810965.712,Low,17-190381
3327,46808,17-190386,8/21/2017 3:00:00 PM,2017,8,21,15,0,0,Monday,540721.63721,4810062.57276,-80.496778,43.442365,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,QUEEN ST S; HOMEWOOD AVE; Near; 20 M,3/7/2019 1:03:25 PM,540721.6372,4810062.5728,Low,17-190386
3328,46809,17-190615,8/26/2017 12:27:00 AM,2017,8,26,0,27,0,Saturday,541068.0,4811108.0,0.0,0.0,Non intersection,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,Dark,07 - Dark,Township,No control,unknown,0,0,0,False,False,False,Clear,,False,BETHEL RD; TRUSSLER RD; Near; 3 K,3/7/2019 1:03:24 PM,541068.0,4811108.0,Low,17-190615
3329,46810,17-190876,8/26/2017 10:30:00 AM,2017,8,26,10,30,0,Saturday,545146.28224,4804340.96822,-80.442575,43.390594,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,BECHTEL DR; BECHTEL DR ; At; 2 M,3/7/2019 1:03:21 PM,545146.2822,4804340.9682,Low,17-190876
3330,46811,17-190894,8/26/2017 11:10:00 AM,2017,8,26,11,10,0,Saturday,539563.00489,4806050.08723,-80.511386,43.406298,At/near private drive,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,BRIDLEWREATH ST; BRIDLEWREATH ST ; At; 2 M,1/30/2020 12:00:06 PM,539563.0049,4806050.0872,Low,17-190894
3331,46812,17-191468,8/27/2017 2:10:00 AM,2017,8,27,2,10,0,Sunday,540471.429,4808744.73416,-80.499968,43.430512,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,Approaching,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,LAKESIDE DR; GREENBROOK DR ; 196 M,3/7/2019 1:03:17 PM,540471.429,4808744.7342,Low,17-191468
3332,46813,17-191566,8/27/2017 8:18:00 AM,2017,8,27,8,18,0,Sunday,541101.89521,4807109.64683,-80.492302,43.415756,At/near private drive,2,P.D. only,Off highway,unknown,unknown,SMV other,Unknown,Dark,07 - Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,BLACKHORNE DR; BLACKHORNE DR ; At; 1 M,3/7/2019 1:03:16 PM,541101.8952,4807109.6468,Low,17-191566
3333,46814,17-191813,8/27/2017 3:26:00 PM,2017,8,27,15,26,0,Sunday,541068.0,4811108.0,0.0,0.0,Other,2,P.D. only,Off highway,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Private property,No control,unknown,0,0,0,False,False,False,Clear,,False,TRAILER PARK DRIVEWAY; BINGEMANS CENTRE DR ; At,3/7/2019 1:03:15 PM,541068.0,4811108.0,Low,17-191813
3334,46815,17-191940,8/27/2017 7:04:00 PM,2017,8,27,19,4,0,Sunday,537432.19588,4809980.89346,-80.537432,43.441801,Intersection related,1,Non-fatal injury,Off highway,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,WESTWOOD DR ; DAYMAN CRT ; 15 M,3/7/2019 1:03:14 PM,537432.1959,4809980.8935,Low,17-191940
3335,46816,17-192442,8/28/2017 12:25:00 PM,2017,8,28,12,25,0,Monday,545720.17932,4803041.24434,-80.435598,43.378856,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ROBERT FERRIE DR; DOON SOUTH DR ; Near; 210 M,3/7/2019 1:03:13 PM,545720.1793,4803041.2443,Low,17-192442
3336,46817,17-192704,8/28/2017 5:00:00 PM,2017,8,28,17,0,0,Monday,542455.27247,4807260.75023,-80.475573,43.417041,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,COUNTRY HILL DR; COUNTRY HILL DR ; Near,3/7/2019 1:03:12 PM,542455.2725,4807260.7502,Low,17-192704
3337,46818,17-193398,8/29/2017 3:23:00 PM,2017,8,29,15,23,0,Tuesday,538308.58625,4808404.40021,-80.526713,43.427562,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,Approaching,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,QUEENS BLVD; ELM RIDGE DR; Near; 100 M,3/7/2019 1:03:11 PM,538308.5863,4808404.4002,Low,17-193398
3338,46819,17-194025,8/30/2017 9:30:00 AM,2017,8,30,9,30,0,Wednesday,543336.74778,4809752.82035,-80.464487,43.439429,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,JACKSON AVE; KING ST E; Near,3/7/2019 1:03:10 PM,543336.7478,4809752.8204,Low,17-194025
3339,46820,17-194272,8/30/2017 2:15:00 PM,2017,8,30,14,15,0,Wednesday,541068.0,4811108.0,0.0,0.0,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SHADY GLEN CRES; SHADY GLEN CRES,3/7/2019 1:03:09 PM,541068.0,4811108.0,Low,17-194272
3340,46821,17-194283,8/29/2017 9:00:00 PM,2017,8,29,21,0,0,Tuesday,537921.09867,4808319.96696,-80.531506,43.426821,Non intersection,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Other,99 - Other,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,RIPLEY CRES; RIPLEY CRES ; 1 M,3/7/2019 1:03:08 PM,537921.0987,4808319.967,Low,17-194283
3341,46822,17-194314,8/30/2017 4:49:00 PM,2017,8,30,16,49,0,Wednesday,541854.19765,4803511.12031,-80.483285,43.383312,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Yield sign,Functioning,0,0,0,False,False,False,Clear,,False,HURON RD; WOODBINE AVE,3/7/2019 1:03:07 PM,541854.1977,4803511.1203,Medium,17-194314
3342,46823,17-194337,8/30/2017 5:14:00 PM,2017,8,30,17,14,0,Wednesday,540437.20482,4811502.905,-80.500186,43.455349,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; 85 N OFF TO WELLINGTON ST N N; Near; 153 M,3/7/2019 1:03:05 PM,540437.2048,4811502.905,Low,17-194337
3343,46824,17-194358,8/30/2017 5:46:00 PM,2017,8,30,17,46,0,Wednesday,542111.62658,4812325.02271,-80.479427,43.462659,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; SPRING VALLEY RD,3/7/2019 1:03:04 PM,542111.6266,4812325.0227,Low,17-194358
3344,46825,17-194422,8/30/2017 7:13:00 PM,2017,8,30,19,13,0,Wednesday,547643.35797,4811536.96914,-80.411117,43.455232,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,VALEBROOK ST; VALEBROOK ST ; Near; 1 M,3/7/2019 1:03:03 PM,547643.358,4811536.9691,Low,17-194422
3345,46826,17-194798,8/31/2017 10:04:00 AM,2017,8,31,10,4,0,Thursday,544754.26241,4808022.22832,-80.447114,43.423763,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Not functioning,0,0,0,False,False,False,Clear,,False,WILSON AVE; TRAYNOR AVE,3/7/2019 1:03:02 PM,544754.2624,4808022.2283,Low,17-194798
3346,46827,17-195144,8/31/2017 5:20:00 PM,2017,8,31,17,20,0,Thursday,538218.43893,4808355.9624,-80.52783,43.42713,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,QUEENS BLVD; ELM RIDGE DR,3/7/2019 1:03:01 PM,538218.4389,4808355.9624,Low,17-195144
3347,46828,17-195210,8/29/2017 5:30:00 PM,2017,8,29,17,30,0,Tuesday,540611.94001,4809913.37334,-80.498145,43.441027,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,QUEEN ST S; HIGHLAND RD E; At,3/7/2019 1:03:00 PM,540611.94,4809913.3733,Low,17-195210
3348,46829,17-195474,9/1/2017 8:18:00 AM,2017,9,1,8,18,0,Friday,540172.5345,4809411.96577,-80.503612,43.436536,At intersection,2,P.D. only,Within intersection,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,QUEENS BLVD ; BELMONT AVE W,3/7/2019 1:02:58 PM,540172.5345,4809411.9658,Low,17-195474
3349,46830,17-196528,9/2/2017 2:25:00 PM,2017,9,2,14,25,0,Saturday,540515.8374,4811537.86861,-80.499212,43.455659,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,1,False,False,False,Clear,,False,WELLINGTON ST N; 85 N OFF TO WELLINGTON ST N N,3/7/2019 1:02:57 PM,540515.8374,4811537.8686,Low,17-196528
3350,46831,17-197499,9/3/2017 10:15:00 PM,2017,9,3,22,15,0,Sunday,540749.76741,4811164.38869,-80.496348,43.452284,Intersection related,2,P.D. only,Left turn lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,KING ST W; FRANCIS ST N; At,3/7/2019 1:02:54 PM,540749.7674,4811164.3887,Low,17-197499
3351,46832,17-197690,9/4/2017 8:00:00 AM,2017,9,4,8,0,0,Monday,538947.52501,4805743.92622,-80.519009,43.403574,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MOUNTAIN LAUREL CRES; MOUNTAIN LAUREL CRES ; At; 3 M,3/7/2019 1:02:52 PM,538947.525,4805743.9262,Low,17-197690
3352,46833,17-198197,9/4/2017 8:32:00 PM,2017,9,4,20,32,0,Monday,541582.14978,4811324.83124,-80.486048,43.453683,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,,False,QUEEN ST N; QUEEN ST N; 10 M,3/7/2019 1:02:51 PM,541582.1498,4811324.8312,Low,17-198197
3353,46834,17-198634,9/5/2017 11:17:00 AM,2017,9,5,11,17,0,Tuesday,545364.62703,4811022.87073,-80.439324,43.450744,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,OLD CHICOPEE DR ; HOLBORN DR,3/7/2019 1:02:49 PM,545364.627,4811022.8707,Low,17-198634
3354,46835,17-198749,9/5/2017 12:00:00 PM,2017,9,5,12,0,0,Tuesday,541253.87962,4810779.70385,-80.490147,43.448793,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,QUEEN ST S; QUEEN ST S; Near,3/7/2019 1:02:47 PM,541253.8796,4810779.7039,Low,17-198749
3355,46836,17-198773,9/5/2017 2:10:00 PM,2017,9,5,14,10,0,Tuesday,542154.95075,4807075.49704,-80.479297,43.41539,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,STRASBURG RD ; STRASBURG RD ; 11 M,3/7/2019 1:02:45 PM,542154.9508,4807075.497,Low,17-198773
3356,46837,17-198922,9/5/2017 1:00:00 AM,2017,9,5,1,0,0,Tuesday,539128.19936,4808948.13921,-80.516549,43.432415,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,,False,OVERLEA CRT; OVERLEA DR; Near; 65 M,3/7/2019 1:02:44 PM,539128.1994,4808948.1392,Low,17-198922
3357,46838,17-199015,9/5/2017 5:30:00 PM,2017,9,5,17,30,0,Tuesday,546019.09505,4804893.09803,-80.431752,43.395512,Other,2,P.D. only,Off highway,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Private property,No control,unknown,0,0,0,False,False,False,Clear,,False,PRIVATE DRIVE; PIONEER DR ; At,3/7/2019 1:02:43 PM,546019.0951,4804893.098,Low,17-199015
3358,46839,17-199060,9/5/2017 6:00:00 PM,2017,9,5,18,0,0,Tuesday,541083.04743,4810771.53856,-80.492259,43.448728,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,JOSEPH ST; DAVID ST,3/7/2019 1:02:42 PM,541083.0474,4810771.5386,Low,17-199060
3359,46840,17-199084,9/5/2017 4:50:00 PM,2017,9,5,16,50,0,Tuesday,543465.14376,4804693.01349,-80.463303,43.393863,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,True,False,Clear,,False,OLD HURON RD; TEMPLEWOOD DR,3/7/2019 1:02:39 PM,543465.1438,4804693.0135,Low,17-199084
3360,46841,17-200014,9/6/2017 7:44:00 PM,2017,9,6,19,44,0,Wednesday,541068.0,4811108.0,0.0,0.0,Other,2,P.D. only,Off highway,unknown,unknown,SMV other,Unknown,"Dusk, artificial","06 - Dusk, artificial",Private property,No control,unknown,0,0,0,False,False,False,Clear,,False,DRIVEWAY; CHERRY ST,3/7/2019 1:02:38 PM,541068.0,4811108.0,Low,17-200014
3361,46842,17-200024,9/6/2017 8:10:00 AM,2017,9,6,8,10,0,Wednesday,536581.08908,4809629.58831,-80.547973,43.43868,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,RESURRECTION DR; NORTHMANOR CRES,3/7/2019 1:02:37 PM,536581.0891,4809629.5883,Low,17-200024
3362,46843,17-200331,9/7/2017 6:15:00 AM,2017,9,7,6,15,0,Thursday,546592.93296,4812418.06026,-80.424025,43.463231,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,OTTERBEIN RD; OTTERBEIN RD ; Near; 20 M,3/7/2019 1:02:36 PM,546592.933,4812418.0603,Low,17-200331
3363,46844,17-200467,9/7/2017 9:31:00 AM,2017,9,7,9,31,0,Thursday,540807.3721,4810880.05614,-80.495658,43.449721,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,True,False,False,Clear,,False,JOSEPH ST; WATER ST S,3/7/2019 1:02:35 PM,540807.3721,4810880.0561,Low,17-200467
3364,46845,17-200966,9/7/2017 7:00:00 PM,2017,9,7,19,0,0,Thursday,541321.99981,4812728.37279,-80.489157,43.466335,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,FAIRFIELD AVE; FAIRFIELD AVE ; At; 10 M,3/7/2019 1:02:34 PM,541321.9998,4812728.3728,Low,17-200966
3365,46846,17-201366,9/8/2017 8:08:00 AM,2017,9,8,8,8,0,Friday,540520.1046,4812071.37059,-80.499119,43.460463,Non intersection,2,Non-reportable,Thru lane,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,BLUCHER ST; BLUCHER ST ; Near; 1 M,3/7/2019 1:02:33 PM,540520.1046,4812071.3706,Low,17-201366
3366,46847,17-201391,9/7/2017 1:00:00 AM,2017,9,7,1,0,0,Thursday,544383.09626,4809549.15779,-80.451575,43.437534,Non intersection,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,PROSPECT AVE; EMERALD AVE; Near; 5 M,3/7/2019 1:02:32 PM,544383.0963,4809549.1578,Low,17-201391
3367,46848,17-201720,9/8/2017 3:21:00 PM,2017,9,8,15,21,0,Friday,542548.31457,4810070.4967,-80.474205,43.442334,At/near private drive,1,Non-fatal injury,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,True,False,Clear,,False,BORDEN AVE N; KING ST E; At; 2 M,3/7/2019 1:02:31 PM,542548.3146,4810070.4967,Low,17-201720
3368,46849,17-201751,9/8/2017 3:55:00 PM,2017,9,8,15,55,0,Friday,542842.17329,4809872.84251,-80.470589,43.440538,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,1,False,False,False,Clear,,False,SYDNEY ST S; CHARLES ST E,3/7/2019 1:02:30 PM,542842.1733,4809872.8425,Low,17-201751
3369,46850,17-202123,9/8/2017 10:55:00 PM,2017,9,8,22,55,0,Friday,546218.64585,4805093.06746,-80.429271,43.3973,Non intersection,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MILL PARK DR ; GREEN VALLEY DR ; Near; 300 M,3/7/2019 1:02:29 PM,546218.6459,4805093.0675,Low,17-202123
3370,46851,17-203383,9/10/2017 12:03:00 PM,2017,9,10,12,3,0,Sunday,540007.68304,4810293.74533,-80.505584,43.444485,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,True,False,False,Clear,,False,WEST AVE ; VICTORIA ST S; 150 M,3/7/2019 1:02:27 PM,540007.683,4810293.7453,Low,17-203383
3371,46852,17-203416,9/10/2017 11:30:00 AM,2017,9,10,11,30,0,Sunday,541875.87064,4811809.18145,-80.482381,43.458028,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,LANCASTER ST E; QUEEN ST N,3/7/2019 1:02:26 PM,541875.8706,4811809.1815,Low,17-203416
3372,46853,17-203490,9/10/2017 2:45:00 PM,2017,9,10,14,45,0,Sunday,540734.65829,4810335.96738,-80.496597,43.444826,Intersection related,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Township,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,DAVID ST; SCHNEIDER AVE; At,3/7/2019 1:02:25 PM,540734.6583,4810335.9674,Low,17-203490
3373,46854,17-204052,9/11/2017 8:53:00 AM,2017,9,11,8,53,0,Monday,540141.89031,4809827.35103,-80.50396,43.440278,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,PATRICIA AVE; PATRICIA AVE ; 1 M,1/30/2020 12:00:05 PM,540141.8903,4809827.351,Low,17-204052
3374,46855,17-204332,9/11/2017 4:51:00 PM,2017,9,11,16,51,0,Monday,545072.66059,4811907.41095,-80.44286,43.458726,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,MONTCALM DR; MONTCALM DR ; Near; 2 M,3/7/2019 1:02:24 PM,545072.6606,4811907.411,Low,17-204332
